ID_venta,Sucursal,Fecha,ID_producto,Nombre_producto,Categoría_producto,Precio_unitario,Cantidad_vendida,Monto_total,ID_empleado,Nombre_empleado,Evaluación_atención,Descuento,Ubicación_cliente,Ciudad,Método_pago,Hora_venta
V2166,Sucursal 2,2023-01-17,1,Bicicleta,Electronica,300.0,1,150.0,E2,Lucia Martinez,2,15,Zona 3,Cuenca,Tarjeta de credito,Tarde
V2167,Sucursal 2,2023-02-21,8,Chaqueta de cuero,Electronica,25.0,7,2700.0,E5,Ana Garcia,5,0,Zona 2,Ambato,Transferencia,Noche
V2168,Sucursal 2,2023-03-28,8,Reloj,Electronica,80.0,6,480.0,E3,Lucia Martinez,1,0,Zona 3,Ambato,Tarjeta de credito,Noche
V2169,Sucursal 2,2023-03-12,9,Camiseta,Accesorios,25.0,2,2000.0,E4,Jose Lopez,3,0,Zona 3,Ambato,PayPal,Tarde
V2170,Sucursal 2,2023-02-07,2,Reloj,Ropa,30.0,7,1500.0,E4,Pedro Gomez,2,15,Zona 3,Cuenca,Transferencia,Mañana
V2171,Sucursal 2,2023-02-22,4,Tablet,Accesorios,40.0,7,750.0,E3,Jose Lopez,2,10,Zona 3,Guayaquil,PayPal,Tarde
V2172,Sucursal 2,2023-01-22,3,Tablet,Electronica,150.0,1,360.0,E2,Ana Garcia,4,15,Zona 1,Ambato,Transferencia,Tarde
V2173,Sucursal 2,2023-01-09,2,Smartphone,Electronica,300.0,6,2250.0,E2,Carlos Perez,5,5,Zona 3,Ambato,PayPal,Tarde
V2174,Sucursal 2,2023-03-26,1,Pantalones,Ropa,60.0,6,1200.0,E1,Carlos Perez,5,0,Zona 2,Cuenca,Transferencia,Mañana
V2175,Sucursal 2,2023-01-07,2,Smartphone,Accesorios,40.0,2,960.0,E1,Lucia Martinez,2,0,Zona 2,Ambato,Tarjeta de debito,Tarde
V2176,Sucursal 2,2023-02-09,9,Cargador inalambrico,Electronica,150.0,6,2700.0,E5,Carlos Perez,5,5,Zona 1,Ambato,Tarjeta de credito,Noche
V2177,Sucursal 2,2023-02-09,6,Auriculares Bluetooth,Accesorios,500.0,5,120.0,E4,Pedro Gomez,5,15,Zona 3,Guayaquil,Tarjeta de debito,Tarde
V2178,Sucursal 2,2023-02-14,9,Bicicleta,Accesorios,80.0,9,600.0,E4,Pedro Gomez,2,5,Zona 3,Ambato,Tarjeta de credito,Tarde
V2179,Sucursal 2,2023-01-10,1,Auriculares Bluetooth,Electronica,,2,,E3,Lucia Martinez,1,20,Zona 2,Ambato,Tarjeta de credito,Noche
V2180,Sucursal 2,2023-01-15,1,Chaqueta de cuero,Electronica,80.0,1,120.0,E3,Lucia Martinez,5,5,Zona 3,Cuenca,Tarjeta de credito,Noche
V2181,Sucursal 2,2023-01-18,9,Zapatos deportivos,Electronica,120.0,2,30.0,E5,Jose Lopez,5,0,Zona 3,Quito,Efectivo,Noche
V2182,Sucursal 2,2023-01-08,3,Auriculares Bluetooth,Calzado,150.0,8,160.0,E3,Jose Lopez,2,20,Zona 3,Guayaquil,Transferencia,Noche
V2183,Sucursal 2,2023-02-03,7,Camiseta,Calzado,120.0,5,1200.0,E2,Ana Garcia,2,0,Zona 2,Guayaquil,Efectivo,Noche
V2184,Sucursal 2,2023-02-12,7,Auriculares Bluetooth,Electronica,80.0,1,180.0,E5,Ana Garcia,4,15,Zona 1,Ambato,Efectivo,Mañana
V2185,Sucursal 2,2023-03-30,7,Reloj,Accesorios,25.0,8,360.0,E3,Ana Garcia,1,15,Zona 1,Quito,Tarjeta de debito,Tarde
V2186,Sucursal 2,2023-01-08,10,Cargador inalambrico,Electronica,60.0,8,1000.0,E1,Jose Lopez,4,0,Zona 2,Guayaquil,PayPal,Noche
V2187,Sucursal 2,2023-02-07,9,Pantalones,Ropa,40.0,4,3000.0,E1,Lucia Martinez,1,10,Zona 1,Quito,Tarjeta de credito,Mañana
V2188,Sucursal 2,2023-03-19,1,Auriculares Bluetooth,Ropa,150.0,3,240.0,E2,Jose Lopez,3,10,Zona 2,Ambato,PayPal,Noche
V2189,Sucursal 2,2023-01-23,3,Cargador inalambrico,Electronica,40.0,7,25.0,E4,Carlos Perez,3,5,Zona 1,Ambato,PayPal,Tarde
V2190,Sucursal 2,2023-02-16,6,Smartphone,Ropa,60.0,2,500.0,E4,Carlos Perez,3,20,Zona 1,Cuenca,Tarjeta de debito,Mañana
V2191,Sucursal 2,2023-03-03,2,Camiseta,Ropa,150.0,4,3000.0,E2,Pedro Gomez,4,20,Zona 1,Ambato,Transferencia,Mañana
V2192,Sucursal 2,2023-02-15,3,Reloj,Ropa,150.0,5,1000.0,E2,Pedro Gomez,4,20,Zona 1,Ambato,Efectivo,Tarde
V2193,Sucursal 2,2023-02-23,9,Bicicleta,Ropa,,4,,E1,Lucia Martinez,4,20,Zona 1,Ambato,Efectivo,Noche
V2194,Sucursal 2,2023-02-01,2,Chaqueta de cuero,Calzado,500.0,3,300.0,E5,Ana Garcia,1,15,Zona 3,Loja,Efectivo,Tarde
V2195,Sucursal 2,2023-03-21,8,Zapatos deportivos,Ropa,300.0,10,240.0,E4,Ana Garcia,1,20,Zona 2,Loja,Efectivo,Mañana
V2196,Sucursal 2,2023-01-17,1,Auriculares Bluetooth,Electronica,25.0,5,600.0,E4,Ana Garcia,2,20,Zona 3,Cuenca,Efectivo,Tarde
V2197,Sucursal 2,2023-03-31,2,Reloj,Accesorios,250.0,9,60.0,E3,Lucia Martinez,2,0,Zona 2,Ambato,Efectivo,Tarde
V2198,Sucursal 2,2023-01-09,8,Tablet,Ropa,120.0,8,240.0,E5,Carlos Perez,1,5,Zona 3,Cuenca,Transferencia,Mañana
V2199,Sucursal 2,2023-03-14,6,Bicicleta,Accesorios,250.0,6,5000.0,E4,Ana Garcia,2,10,Zona 1,Loja,Tarjeta de credito,Mañana
V2200,Sucursal 2,2023-02-18,6,Auriculares Bluetooth,Accesorios,60.0,1,120.0,E3,Pedro Gomez,3,0,Zona 2,Loja,Tarjeta de credito,Noche
V2201,Sucursal 2,2023-02-13,4,Tablet,Calzado,300.0,8,250.0,E3,Ana Garcia,2,5,Zona 3,Ambato,PayPal,Mañana
V2202,Sucursal 2,2023-03-09,8,Cargador inalambrico,Accesorios,300.0,2,280.0,E5,Ana Garcia,4,10,Zona 2,Loja,Tarjeta de credito,Noche
V2203,Sucursal 2,2023-02-13,10,Pantalones,Electronica,300.0,3,600.0,E3,Pedro Gomez,2,10,Zona 1,Ambato,Efectivo,Mañana
V2204,Sucursal 2,2023-02-14,10,Smartphone,Electronica,60.0,10,1350.0,E4,Pedro Gomez,4,15,Zona 2,Loja,PayPal,Noche
V2205,Sucursal 2,2023-04-01,6,Zapatos deportivos,Ropa,30.0,6,240.0,E1,Pedro Gomez,3,0,Zona 3,Guayaquil,Tarjeta de credito,Noche
V2206,Sucursal 2,2023-03-30,6,Zapatos deportivos,Ropa,60.0,3,2500.0,E1,Lucia Martinez,3,15,Zona 2,Guayaquil,PayPal,Noche
V2207,Sucursal 2,2023-03-20,1,Tablet,Ropa,80.0,1,225.0,E1,Carlos Perez,1,0,Zona 1,Guayaquil,Tarjeta de debito,Noche
V2208,Sucursal 2,2023-02-27,4,Smartphone,Electronica,500.0,3,1050.0,E1,Lucia Martinez,2,10,Zona 1,Loja,Tarjeta de credito,Tarde
V2209,Sucursal 2,2023-01-05,10,Zapatos deportivos,Ropa,250.0,2,150.0,E2,Jose Lopez,3,0,Zona 3,Quito,Transferencia,Noche
V2210,Sucursal 2,2023-01-18,6,Bicicleta,Electronica,150.0,5,500.0,E2,Carlos Perez,3,20,Zona 1,Quito,Tarjeta de credito,Mañana
V2211,Sucursal 2,2023-02-28,1,Smartphone,Accesorios,120.0,9,300.0,E1,Carlos Perez,5,20,Zona 1,Ambato,PayPal,Noche
V2212,Sucursal 2,2023-03-05,5,Pantalones,Ropa,,9,,E5,Ana Garcia,4,15,Zona 3,Ambato,Tarjeta de credito,Tarde
V2213,Sucursal 2,2023-03-27,1,Camiseta,Electronica,60.0,10,125.0,E4,Carlos Perez,1,20,Zona 2,Loja,Efectivo,Noche
V2214,Sucursal 2,2023-03-01,7,Smartphone,Calzado,,10,,E3,Carlos Perez,4,10,Zona 3,Loja,PayPal,Noche
V2215,Sucursal 2,2023-01-27,9,Bicicleta,Ropa,80.0,8,1200.0,E1,Pedro Gomez,1,10,Zona 3,Quito,Transferencia,Tarde
V2216,Sucursal 2,2023-03-09,4,Reloj,Accesorios,120.0,4,540.0,E4,Jose Lopez,2,5,Zona 1,Loja,Efectivo,Noche
V2217,Sucursal 2,2023-01-15,9,Reloj,Ropa,80.0,5,600.0,E1,Carlos Perez,2,0,Zona 1,Quito,Transferencia,Noche
V2218,Sucursal 2,2023-01-20,10,Zapatos deportivos,Ropa,500.0,7,1200.0,E4,Lucia Martinez,1,10,Zona 2,Guayaquil,Tarjeta de credito,Mañana
V2219,Sucursal 2,2023-03-29,10,Zapatos deportivos,Ropa,500.0,9,60.0,E2,Lucia Martinez,3,20,Zona 2,Cuenca,Efectivo,Mañana
V2220,Sucursal 2,2023-01-25,9,Reloj,Accesorios,,9,,E2,Carlos Perez,1,20,Zona 1,Ambato,Efectivo,Mañana
V2221,Sucursal 2,2023-02-03,10,Bicicleta,Ropa,500.0,6,175.0,E3,Carlos Perez,2,0,Zona 2,Cuenca,Efectivo,Mañana
V2222,Sucursal 2,2023-03-10,3,Auriculares Bluetooth,Electronica,30.0,5,80.0,E3,Ana Garcia,1,15,Zona 1,Ambato,Efectivo,Tarde
V2223,Sucursal 2,2023-03-22,2,Chaqueta de cuero,Electronica,30.0,2,1500.0,E5,Pedro Gomez,1,20,Zona 1,Cuenca,Transferencia,Mañana
V2224,Sucursal 2,2023-03-23,10,Cargador inalambrico,Ropa,60.0,9,750.0,E3,Jose Lopez,5,15,Zona 3,Guayaquil,Efectivo,Tarde
V2225,Sucursal 2,2023-01-18,7,Zapatos deportivos,Electronica,30.0,9,720.0,E1,Lucia Martinez,4,10,Zona 2,Cuenca,PayPal,Noche
V2226,Sucursal 2,2023-01-04,5,Zapatos deportivos,Ropa,150.0,4,1800.0,E4,Carlos Perez,5,15,Zona 3,Ambato,Tarjeta de credito,Noche
V2227,Sucursal 2,2023-03-07,6,Chaqueta de cuero,Ropa,25.0,4,180.0,E1,Lucia Martinez,1,5,Zona 2,Ambato,Tarjeta de debito,Mañana
V2228,Sucursal 2,2023-01-17,7,Smartphone,Electronica,40.0,5,120.0,E4,Lucia Martinez,4,15,Zona 1,Loja,PayPal,Mañana
V2229,Sucursal 2,2023-01-10,10,Camiseta,Electronica,80.0,8,1000.0,E4,Lucia Martinez,1,20,Zona 3,Cuenca,Efectivo,Noche
V2230,Sucursal 2,2023-03-12,6,Auriculares Bluetooth,Accesorios,500.0,4,360.0,E2,Ana Garcia,5,20,Zona 2,Ambato,Transferencia,Tarde
V2231,Sucursal 2,2023-03-21,2,Chaqueta de cuero,Electronica,300.0,6,720.0,E2,Carlos Perez,3,20,Zona 3,Loja,Transferencia,Noche
V2232,Sucursal 2,2023-01-23,9,Chaqueta de cuero,Accesorios,150.0,10,1500.0,E1,Jose Lopez,2,15,Zona 3,Quito,Tarjeta de debito,Mañana
V2233,Sucursal 2,2023-03-31,2,Tablet,Calzado,80.0,1,210.0,E3,Ana Garcia,4,0,Zona 1,Quito,PayPal,Noche
V2234,Sucursal 2,2023-03-26,9,Smartphone,Accesorios,500.0,6,1500.0,E2,Ana Garcia,5,0,Zona 2,Quito,Transferencia,Tarde
V2235,Sucursal 2,2023-03-17,4,Auriculares Bluetooth,Calzado,80.0,2,2400.0,E4,Lucia Martinez,4,5,Zona 1,Guayaquil,Tarjeta de credito,Tarde
V2236,Sucursal 2,2023-01-11,8,Chaqueta de cuero,Electronica,40.0,3,750.0,E4,Ana Garcia,5,5,Zona 2,Loja,Transferencia,Tarde
V2237,Sucursal 2,2023-03-21,5,Pantalones,Accesorios,120.0,8,240.0,E5,Lucia Martinez,4,5,Zona 2,Guayaquil,Transferencia,Noche
V2238,Sucursal 2,2023-03-06,9,Cargador inalambrico,Accesorios,60.0,9,3500.0,E1,Ana Garcia,5,0,Zona 1,Quito,Efectivo,Tarde
V2239,Sucursal 2,2023-03-06,10,Pantalones,Electronica,120.0,10,2700.0,E4,Jose Lopez,5,0,Zona 2,Guayaquil,PayPal,Tarde
V2240,Sucursal 2,2023-02-24,10,Zapatos deportivos,Calzado,300.0,10,100.0,E4,Lucia Martinez,5,0,Zona 3,Guayaquil,Efectivo,Mañana
V2241,Sucursal 2,2023-02-03,2,Auriculares Bluetooth,Ropa,60.0,1,80.0,E4,Pedro Gomez,1,20,Zona 2,Guayaquil,Tarjeta de credito,Tarde
V2242,Sucursal 2,2023-04-01,4,Auriculares Bluetooth,Accesorios,150.0,10,560.0,E3,Pedro Gomez,5,5,Zona 2,Quito,Efectivo,Noche
V2243,Sucursal 2,2023-02-22,9,Smartphone,Electronica,25.0,8,900.0,E4,Jose Lopez,2,15,Zona 1,Cuenca,Transferencia,Tarde
V2244,Sucursal 2,2023-03-31,3,Zapatos deportivos,Accesorios,500.0,8,600.0,E2,Lucia Martinez,1,10,Zona 1,Quito,Transferencia,Tarde
V2245,Sucursal 2,2023-01-28,8,Smartphone,Electronica,60.0,10,150.0,E4,Ana Garcia,2,15,Zona 3,Guayaquil,Tarjeta de debito,Tarde
V2246,Sucursal 2,2023-02-24,9,Zapatos deportivos,Ropa,500.0,8,640.0,E2,Carlos Perez,4,10,Zona 1,Loja,Efectivo,Mañana
V2247,Sucursal 2,2023-01-24,1,Bicicleta,Ropa,40.0,9,480.0,E5,Lucia Martinez,3,5,Zona 3,Quito,Tarjeta de credito,Tarde
V2248,Sucursal 2,2023-01-18,4,Zapatos deportivos,Accesorios,80.0,7,60.0,E1,Ana Garcia,1,0,Zona 2,Quito,Efectivo,Mañana
V2249,Sucursal 2,2023-03-03,9,Bicicleta,Electronica,60.0,5,360.0,E4,Ana Garcia,5,20,Zona 2,Cuenca,Efectivo,Noche
V2250,Sucursal 2,2023-02-23,4,Tablet,Electronica,80.0,6,2000.0,E4,Pedro Gomez,1,10,Zona 2,Ambato,Tarjeta de credito,Tarde
V2251,Sucursal 2,2023-01-23,7,Reloj,Ropa,120.0,3,1500.0,E2,Lucia Martinez,1,5,Zona 3,Cuenca,PayPal,Tarde
V2252,Sucursal 2,2023-02-01,10,Chaqueta de cuero,Electronica,80.0,8,150.0,E3,Jose Lopez,3,10,Zona 2,Quito,Tarjeta de credito,Mañana
V2253,Sucursal 2,2023-01-17,4,Auriculares Bluetooth,Ropa,250.0,6,480.0,E2,Carlos Perez,4,5,Zona 3,Loja,PayPal,Tarde
V2254,Sucursal 2,2023-03-30,5,Bicicleta,Accesorios,30.0,3,40.0,E2,Carlos Perez,5,5,Zona 2,Quito,Transferencia,Noche
V2255,Sucursal 2,2023-02-22,9,Zapatos deportivos,Ropa,25.0,4,500.0,E1,Pedro Gomez,4,10,Zona 3,Ambato,Efectivo,Tarde
V2256,Sucursal 2,2023-02-13,5,Smartphone,Ropa,60.0,1,3000.0,E4,Jose Lopez,4,0,Zona 3,Loja,Transferencia,Tarde
V2257,Sucursal 2,2023-01-01,8,Reloj,Ropa,30.0,5,1750.0,E1,Pedro Gomez,1,10,Zona 2,Cuenca,Tarjeta de debito,Noche
V2258,Sucursal 2,2023-02-17,6,Cargador inalambrico,Electronica,300.0,3,75.0,E3,Carlos Perez,2,20,Zona 1,Cuenca,Tarjeta de credito,Tarde
V2259,Sucursal 2,2023-03-10,3,Bicicleta,Ropa,25.0,3,25.0,E3,Lucia Martinez,3,5,Zona 1,Loja,Tarjeta de debito,Noche
V2260,Sucursal 2,2023-01-01,1,Camiseta,Electronica,500.0,6,25.0,E5,Lucia Martinez,1,15,Zona 1,Guayaquil,PayPal,Tarde
V2261,Sucursal 2,2023-03-22,4,Pantalones,Ropa,150.0,7,480.0,E3,Ana Garcia,3,15,Zona 3,Cuenca,Efectivo,Mañana
V2262,Sucursal 2,2023-02-26,9,Pantalones,Ropa,25.0,7,720.0,E3,Jose Lopez,3,5,Zona 1,Cuenca,Transferencia,Tarde
V2263,Sucursal 2,2023-03-18,7,Auriculares Bluetooth,Electronica,30.0,7,240.0,E5,Ana Garcia,1,0,Zona 2,Loja,Transferencia,Tarde
V2264,Sucursal 2,2023-01-04,2,Reloj,Accesorios,150.0,6,240.0,E1,Jose Lopez,4,10,Zona 3,Loja,Transferencia,Noche
V2265,Sucursal 2,2023-01-14,9,Smartphone,Electronica,80.0,10,500.0,E1,Pedro Gomez,5,5,Zona 2,Guayaquil,Tarjeta de debito,Mañana
V2266,Sucursal 2,2023-03-18,8,Tablet,Ropa,150.0,4,240.0,E4,Lucia Martinez,4,15,Zona 2,Quito,Tarjeta de credito,Noche
V2267,Sucursal 2,2023-03-05,2,Auriculares Bluetooth,Electronica,40.0,10,50.0,E5,Pedro Gomez,4,20,Zona 2,Loja,Tarjeta de debito,Tarde
V2268,Sucursal 2,2023-01-23,7,Auriculares Bluetooth,Accesorios,40.0,8,1200.0,E5,Jose Lopez,5,0,Zona 2,Cuenca,PayPal,Tarde
V2269,Sucursal 2,2023-03-28,5,Camiseta,Ropa,25.0,8,640.0,E1,Pedro Gomez,2,0,Zona 2,Loja,PayPal,Mañana
V2270,Sucursal 2,2023-03-03,8,Chaqueta de cuero,Electronica,80.0,10,720.0,E2,Jose Lopez,2,0,Zona 2,Quito,Efectivo,Mañana
V2271,Sucursal 2,2023-03-19,1,Bicicleta,Electronica,40.0,4,180.0,E4,Jose Lopez,1,5,Zona 2,Cuenca,Transferencia,Mañana
V2272,Sucursal 2,2023-04-01,6,Bicicleta,Calzado,60.0,5,400.0,E2,Ana Garcia,2,15,Zona 2,Quito,Transferencia,Tarde
V2273,Sucursal 2,2023-02-26,7,Reloj,Ropa,120.0,7,200.0,E3,Pedro Gomez,4,15,Zona 1,Quito,Efectivo,Noche
V2274,Sucursal 2,2023-02-08,2,Camiseta,Electronica,150.0,2,150.0,E5,Lucia Martinez,1,20,Zona 3,Quito,PayPal,Mañana
V2275,Sucursal 2,2023-01-16,10,Zapatos deportivos,Electronica,150.0,5,640.0,E3,Jose Lopez,3,15,Zona 1,Guayaquil,Transferencia,Mañana
V2276,Sucursal 2,2023-03-09,7,Tablet,Calzado,500.0,8,280.0,E3,Jose Lopez,1,10,Zona 1,Ambato,Efectivo,Noche
V2277,Sucursal 2,2023-03-03,4,Smartphone,Electronica,80.0,7,4500.0,E2,Lucia Martinez,4,5,Zona 2,Guayaquil,PayPal,Tarde
V2278,Sucursal 2,2023-01-30,9,Zapatos deportivos,Accesorios,120.0,7,240.0,E1,Lucia Martinez,2,0,Zona 2,Cuenca,PayPal,Tarde
V2279,Sucursal 2,2023-01-21,1,Reloj,Electronica,30.0,4,450.0,E3,Ana Garcia,1,5,Zona 2,Cuenca,Tarjeta de credito,Mañana
V2280,Sucursal 2,2023-03-18,3,Bicicleta,Accesorios,120.0,8,800.0,E3,Carlos Perez,4,5,Zona 1,Loja,Transferencia,Noche
V2281,Sucursal 2,2023-03-09,7,Camiseta,Accesorios,300.0,4,360.0,E1,Jose Lopez,5,20,Zona 3,Cuenca,Tarjeta de credito,Noche
V2282,Sucursal 2,2023-03-03,6,Reloj,Electronica,60.0,10,450.0,E4,Lucia Martinez,3,20,Zona 3,Quito,Tarjeta de credito,Noche
V2283,Sucursal 2,2023-03-21,10,Zapatos deportivos,Electronica,80.0,7,1750.0,E4,Lucia Martinez,4,10,Zona 1,Cuenca,Efectivo,Mañana
V2284,Sucursal 2,2023-02-20,10,Auriculares Bluetooth,Calzado,80.0,2,300.0,E1,Pedro Gomez,4,20,Zona 2,Ambato,Tarjeta de debito,Noche
V2285,Sucursal 2,2023-02-11,8,Camiseta,Electronica,25.0,10,300.0,E3,Carlos Perez,3,10,Zona 3,Ambato,Tarjeta de credito,Mañana
V2286,Sucursal 2,2023-02-15,6,Pantalones,Electronica,80.0,10,200.0,E3,Ana Garcia,5,20,Zona 3,Loja,Tarjeta de debito,Tarde
V2287,Sucursal 2,2023-01-02,2,Auriculares Bluetooth,Ropa,500.0,8,500.0,E2,Carlos Perez,2,20,Zona 3,Loja,Transferencia,Noche
V2288,Sucursal 2,2023-02-01,9,Smartphone,Electronica,30.0,7,240.0,E4,Jose Lopez,2,5,Zona 2,Loja,PayPal,Mañana
V2289,Sucursal 2,2023-01-15,6,Chaqueta de cuero,Ropa,120.0,2,450.0,E5,Jose Lopez,5,0,Zona 2,Loja,Tarjeta de debito,Mañana
V2290,Sucursal 2,2023-02-26,8,Auriculares Bluetooth,Electronica,60.0,6,600.0,E3,Carlos Perez,2,15,Zona 3,Cuenca,Efectivo,Tarde
V2291,Sucursal 2,2023-02-11,6,Auriculares Bluetooth,Ropa,25.0,7,1500.0,E1,Carlos Perez,4,5,Zona 3,Loja,PayPal,Noche
V2292,Sucursal 2,2023-01-12,4,Bicicleta,Ropa,80.0,5,1500.0,E5,Pedro Gomez,3,20,Zona 3,Ambato,Tarjeta de debito,Mañana
V2293,Sucursal 2,2023-02-20,8,Bicicleta,Electronica,150.0,5,5000.0,E4,Carlos Perez,3,5,Zona 2,Guayaquil,Efectivo,Noche
V2294,Sucursal 2,2023-03-20,5,Bicicleta,Ropa,120.0,9,75.0,E1,Lucia Martinez,1,0,Zona 1,Cuenca,Transferencia,Noche
V2295,Sucursal 2,2023-02-27,2,Chaqueta de cuero,Calzado,300.0,8,2500.0,E1,Jose Lopez,2,5,Zona 3,Quito,Tarjeta de credito,Tarde
V2296,Sucursal 2,2023-02-23,2,Bicicleta,Electronica,,9,,E5,Ana Garcia,3,5,Zona 1,Quito,Tarjeta de debito,Noche
V2297,Sucursal 2,2023-01-03,6,Camiseta,Ropa,250.0,10,25.0,E3,Ana Garcia,3,15,Zona 1,Guayaquil,Efectivo,Tarde
V2298,Sucursal 2,2023-01-14,5,Tablet,Ropa,150.0,4,750.0,E2,Ana Garcia,4,5,Zona 2,Cuenca,Tarjeta de credito,Noche
V2299,Sucursal 2,2023-03-21,4,Bicicleta,Ropa,25.0,10,1800.0,E4,Pedro Gomez,1,20,Zona 3,Quito,Tarjeta de credito,Mañana
V2300,Sucursal 2,2023-01-25,1,Zapatos deportivos,Electronica,40.0,4,3000.0,E5,Pedro Gomez,3,0,Zona 2,Ambato,PayPal,Noche
V2301,Sucursal 2,2023-01-24,8,Bicicleta,Electronica,80.0,7,400.0,E2,Ana Garcia,3,10,Zona 2,Ambato,Efectivo,Noche
V2302,Sucursal 2,2023-03-02,9,Chaqueta de cuero,Ropa,60.0,8,420.0,E2,Pedro Gomez,1,0,Zona 2,Loja,PayPal,Noche
V2303,Sucursal 2,2023-02-18,1,Bicicleta,Ropa,60.0,5,1000.0,E4,Jose Lopez,5,5,Zona 2,Cuenca,Tarjeta de debito,Mañana
V2304,Sucursal 2,2023-03-05,10,Cargador inalambrico,Electronica,40.0,6,4000.0,E3,Jose Lopez,5,0,Zona 3,Quito,PayPal,Mañana
V2305,Sucursal 2,2023-01-22,5,Cargador inalambrico,Electronica,120.0,5,60.0,E2,Carlos Perez,4,20,Zona 3,Guayaquil,Tarjeta de credito,Noche
V2306,Sucursal 2,2023-03-17,3,Cargador inalambrico,Ropa,40.0,5,2500.0,E2,Pedro Gomez,2,20,Zona 3,Loja,Efectivo,Mañana
V2307,Sucursal 2,2023-01-26,2,Zapatos deportivos,Electronica,500.0,10,300.0,E2,Pedro Gomez,2,20,Zona 2,Guayaquil,Transferencia,Mañana
V2308,Sucursal 2,2023-03-07,3,Tablet,Electronica,80.0,10,1350.0,E2,Ana Garcia,1,5,Zona 3,Quito,Efectivo,Tarde
V2309,Sucursal 2,2023-02-12,8,Cargador inalambrico,Accesorios,,2,,E3,Ana Garcia,4,5,Zona 1,Loja,Efectivo,Mañana
V2310,Sucursal 2,2023-03-12,6,Tablet,Electronica,120.0,9,960.0,E1,Lucia Martinez,1,5,Zona 3,Ambato,Tarjeta de debito,Mañana
V2311,Sucursal 2,2023-01-03,5,Chaqueta de cuero,Electronica,120.0,3,90.0,E5,Jose Lopez,4,5,Zona 1,Quito,Efectivo,Noche
V2312,Sucursal 2,2023-02-25,3,Smartphone,Ropa,25.0,10,4500.0,E4,Carlos Perez,1,15,Zona 2,Loja,PayPal,Noche
V2313,Sucursal 2,2023-02-03,8,Chaqueta de cuero,Accesorios,120.0,8,100.0,E4,Pedro Gomez,2,0,Zona 2,Loja,Transferencia,Noche
V2314,Sucursal 2,2023-01-19,8,Reloj,Accesorios,80.0,4,320.0,E4,Ana Garcia,4,10,Zona 2,Cuenca,Tarjeta de debito,Tarde
V2315,Sucursal 2,2023-02-06,10,Smartphone,Accesorios,60.0,2,200.0,E3,Pedro Gomez,2,20,Zona 1,Ambato,Transferencia,Mañana
V2316,Sucursal 2,2023-02-15,8,Reloj,Ropa,30.0,5,900.0,E5,Ana Garcia,5,20,Zona 3,Loja,Tarjeta de credito,Mañana
V2317,Sucursal 2,2023-03-23,2,Camiseta,Electronica,25.0,9,120.0,E1,Lucia Martinez,5,10,Zona 3,Ambato,Efectivo,Tarde
V2318,Sucursal 2,2023-03-19,4,Auriculares Bluetooth,Calzado,25.0,10,40.0,E5,Jose Lopez,3,20,Zona 3,Cuenca,Transferencia,Noche
V2319,Sucursal 2,2023-01-27,5,Pantalones,Electronica,40.0,5,175.0,E4,Carlos Perez,5,0,Zona 2,Loja,Transferencia,Mañana
V2320,Sucursal 2,2023-03-11,6,Camiseta,Electronica,60.0,1,40.0,E3,Lucia Martinez,4,20,Zona 1,Guayaquil,Tarjeta de credito,Mañana
V2321,Sucursal 2,2023-03-31,1,Smartphone,Electronica,120.0,2,200.0,E5,Jose Lopez,3,10,Zona 3,Quito,PayPal,Mañana
V2322,Sucursal 2,2023-03-12,7,Tablet,Electronica,250.0,4,1200.0,E3,Jose Lopez,2,0,Zona 2,Loja,Efectivo,Tarde
V2323,Sucursal 2,2023-02-01,10,Chaqueta de cuero,Ropa,,4,,E1,Lucia Martinez,4,10,Zona 2,Loja,Efectivo,Noche
V2324,Sucursal 2,2023-01-26,8,Auriculares Bluetooth,Electronica,80.0,9,25.0,E5,Ana Garcia,3,10,Zona 2,Guayaquil,PayPal,Tarde
V2325,Sucursal 2,2023-03-29,6,Chaqueta de cuero,Ropa,40.0,1,1350.0,E5,Pedro Gomez,1,10,Zona 3,Ambato,Efectivo,Tarde
V2326,Sucursal 2,2023-01-24,9,Bicicleta,Accesorios,300.0,1,60.0,E2,Jose Lopez,3,0,Zona 1,Quito,Tarjeta de credito,Mañana
V2327,Sucursal 2,2023-03-04,7,Pantalones,Electronica,250.0,10,360.0,E1,Carlos Perez,2,0,Zona 3,Guayaquil,Efectivo,Noche
V2328,Sucursal 2,2023-02-18,6,Chaqueta de cuero,Accesorios,25.0,10,1050.0,E2,Lucia Martinez,2,20,Zona 1,Quito,Transferencia,Tarde
V2329,Sucursal 2,2023-02-06,8,Cargador inalambrico,Calzado,120.0,3,960.0,E5,Lucia Martinez,2,20,Zona 2,Ambato,Transferencia,Tarde
V2330,Sucursal 2,2023-04-01,7,Tablet,Ropa,25.0,7,640.0,E1,Pedro Gomez,2,5,Zona 1,Loja,Efectivo,Noche
V2331,Sucursal 2,2023-03-12,4,Bicicleta,Ropa,500.0,10,4500.0,E3,Carlos Perez,2,15,Zona 2,Ambato,PayPal,Mañana
V2332,Sucursal 2,2023-03-13,5,Auriculares Bluetooth,Electronica,30.0,9,240.0,E5,Carlos Perez,2,0,Zona 1,Guayaquil,Efectivo,Mañana
V2333,Sucursal 2,2023-03-23,8,Pantalones,Electronica,250.0,9,210.0,E5,Lucia Martinez,3,0,Zona 1,Loja,Tarjeta de credito,Mañana
